31.63,133.67,106.3,843.66
31.35,104.27,164.99,840.46
60.17,107.29,194.77,1000.19
75.41,98.2,184.67,1008.47
75.63,63.44,190.53,866.55
41.38,97.98,111.89,744.66
85.33,110.24,147.49,993.08
40.52,62.51,117.76,615.8
50.44,88.85,175.23,878.83
45.19,52.34,159.96,679.32
13.17,98.67,151.85,752.7
92.8,80.41,129.55,885.51
66.97,105.89,159.91,969.97
94.22,123.89,162.45,1113.07
9.63,120.79,112.86,734.0
72.41,111.79,135.85,940.37
35.77,122.38,103.06,798.68
53.84,65.97,141.41,703.69
96.69,113.3,117.36,995.98
90.48,96.24,155.01,981.95
88.11,55.48,110.67,706.1
93.87,64.91,124.29,801.04
52.7,98.9,117.09,799.24
73.63,97.13,136.56,910.32
22.32,141.98,131.0,905.84
15.72,137.15,146.91,906.28
69.3,129.16,122.94,978.27
33.09,60.23,105.19,554.55
60.38,64.1,174.44,777.57
36.68,117.3,113.53,817.46
4.56,125.53,148.53,840.78
67.88,109.02,129.4,896.79
10.06,122.75,118.38,776.29
63.92,117.98,150.22,991.35
12.82,116.53,172.17,865.83
11.67,54.0,122.77,515.53
56.62,109.85,190.77,994.68
10.17,50.37,121.71,475.95
26.51,65.94,112.13,558.82
44.59,137.22,137.93,952.18
51.14,135.28,112.6,911.95
50.44,90.05,117.7,748.27
58.32,83.76,169.85,840.29
66.5,147.94,125.42,1042.94
79.0,64.28,113.99,727.52
90.86,84.38,151.93,905.48
26.91,129.15,134.06,859.09
58.68,75.61,179.13,832.95
32.63,82.71,172.83,781.15
55.4,73.05,111.17,681.23
85.7,94.26,146.53,918.08
35.13,115.36,124.06,821.67
13.12,87.11,133.65,654.63
91.32,113.22,135.64,1001.39
92.3,93.37,192.99,1051.87
28.2,103.87,186.64,879.73
51.93,144.55,149.78,1027.57
31.76,51.36,175.66,676.33
28.54,64.19,168.36,674.45
95.06,60.94,180.54,901.61
71.6,52.14,165.73,752.69
65.23,77.01,141.64,805.75
31.63,83.1,192.26,831.55
46.62,114.28,176.65,965.22
6.17,105.19,113.64,682.98
99.18,92.55,122.4,935.44
31.23,95.5,127.76,748.07
92.42,74.6,194.3,982.5
54.92,116.96,146.87,950.12
62.36,76.37,138.3,774.54
39.32,113.68,147.46,863.0
57.59,103.95,154.5,893.03
3.01,109.55,143.14,750.37
53.96,70.15,111.75,659.41
30.59,56.16,122.48,588.92
85.0,55.09,116.66,714.37
57.46,78.17,191.04,876.83
42.24,68.6,143.48,679.39
34.69,99.34,171.3,851.8
62.33,105.02,176.94,952.99
80.96,51.18,171.72,810.2
81.88,128.16,107.12,982.74
21.76,64.01,182.94,692.14
48.36,114.32,146.28,899.07
74.81,54.82,107.4,652.97
42.27,142.55,118.57,942.71
23.34,127.89,136.94,879.43
82.4,145.95,154.56,1155.2
43.27,138.21,143.81,993.56
41.29,125.21,153.61,925.05
6.32,81.12,130.66,634.44
42.76,96.85,153.83,815.63
13.88,125.54,131.29,806.65
78.65,109.71,153.16,983.5
26.92,118.08,136.45,836.95
59.74,64.29,123.06,691.99
4.62,53.35,142.03,503.16
28.68,127.99,121.48,866.41
26.65,92.09,165.8,794.98
31.59,74.21,135.75,677.33
1.53,148.02,165.51,922.44
85.67,56.43,109.34,699.79
42.34,136.67,159.88,1017.45
84.18,83.85,196.43,986.43
70.2,136.98,186.49,1153.28
36.06,114.78,138.41,835.29
91.84,136.28,157.96,1158.09
21.71,61.83,141.34,591.46
59.58,89.59,161.08,850.87
41.95,66.09,157.19,705.34
70.98,79.65,128.58,811.54
40.8,108.71,181.28,939.61
26.23,75.22,139.84,680.82
51.12,95.47,137.11,837.7
12.63,119.97,167.5,872.85
16.0,105.12,158.58,789.08
31.32,122.99,144.38,874.26
83.33,134.8,101.7,1018.66
9.25,77.18,176.4,694.37
95.48,131.35,158.99,1120.97
61.47,120.68,118.04,915.3
37.35,70.1,136.05,683.61
4.59,103.13,172.88,797.22
61.91,65.59,173.23,821.02
75.73,90.01,199.33,980.23
7.06,149.94,104.54,844.79
53.16,129.23,198.92,1073.83
71.64,116.19,127.33,932.79
74.91,62.94,148.92,768.4
18.95,55.87,197.2,678.84
88.24,92.49,119.09,899.84
66.12,90.63,197.1,980.44
63.73,109.41,116.98,873.15
86.26,116.77,132.15,995.44
8.79,62.79,125.87,536.55
2.38,70.15,160.87,637.22
91.16,75.56,190.81,975.97
39.22,70.92,194.04,818.15
2.11,60.92,184.5,614.82
6.35,121.7,140.24,801.84
39.11,64.46,186.04,766.7
31.66,53.64,120.34,562.02
16.55,57.51,110.4,506.37
51.36,67.58,127.33,688.43
69.52,120.81,189.98,1074.63
22.24,87.53,127.85,683.71
28.74,121.74,130.14,847.58
82.7,100.63,116.09,898.63
91.97,145.98,197.6,1262.08
20.99,104.78,115.07,709.93
92.66,118.39,129.34,1029.09
72.27,129.2,198.25,1126.8
23.44,76.75,134.65,652.93
78.01,125.15,145.85,1020.25
51.2,117.09,134.35,882.43
84.13,133.1,182.82,1151.12
16.69,78.01,153.53,666.76
89.97,145.72,101.87,1073.6
72.66,52.13,161.38,743.01
51.33,78.13,137.07,753.1
64.84,98.52,108.37,829.16
32.33,101.35,135.91,790.16
47.51,116.29,199.5,1033.28
76.34,121.75,151.2,1019.25
28.62,145.27,155.05,972.45
97.01,133.12,101.33,1031.79
64.6,141.97,111.55,1004.08
24.37,57.69,102.11,508.28
97.87,104.51,115.01,950.94
92.43,55.96,106.37,721.93
77.89,113.21,106.61,903.28
84.23,77.53,101.35,777.93
22.07,52.23,165.43,632.65
15.24,126.61,108.05,765.1
85.12,78.0,198.04,972.95
26.69,136.35,190.41,1007.81
97.67,107.05,107.83,964.6
27.4,54.07,143.65,595.9
54.74,142.22,180.56,1116.29
64.74,71.16,108.46,716.83
39.51,58.12,122.8,604.91
17.62,71.11,182.98,732.47
91.05,89.09,163.19,962.29
56.99,131.71,126.97,943.84
96.85,67.91,123.55,807.97
8.49,98.99,100.75,650.13
73.85,77.14,102.03,737.79
98.37,88.7,108.55,881.75
98.26,108.05,123.82,983.62
9.92,79.19,141.25,655.52
23.6,120.35,165.17,896.18
99.61,79.49,147.08,932.26
16.96,114.68,169.64,861.08
32.1,110.11,162.98,859.09
6.56,121.19,179.79,883.89
3.43,87.62,175.98,703.2
20.12,78.77,100.6,574.2
68.97,91.29,150.21,864.14
9.82,116.19,105.68,725.2
94.17,109.56,190.19,1112.85
26.02,66.98,122.82,598.84
33.63,105.86,113.72,741.84
85.32,71.21,168.06,868.98
10.75,65.33,133.44,584.09
94.38,135.62,109.62,1041.56
75.99,102.81,109.25,850.88
63.74,146.11,146.11,1079.91
93.5,82.64,146.46,903.3
4.82,71.32,178.32,647.22
75.14,80.07,179.39,896.08
72.9,128.83,143.62,1034.31
35.87,72.1,148.26,712.16
31.74,94.19,149.1,770.7
73.28,54.25,142.54,739.01
25.22,72.67,197.63,767.56
31.12,106.99,137.03,793.52
54.44,63.63,188.15,800.34
13.48,136.09,165.8,912.27
61.16,94.97,115.24,820.85
6.95,118.85,176.62,878.36
98.02,112.28,126.76,992.36
86.58,55.51,152.81,778.61
52.19,98.27,138.25,818.95
74.06,105.33,190.83,1049.34
13.22,92.54,150.38,733.65
67.58,100.57,128.72,877.2
75.99,71.58,151.49,810.15
69.73,115.11,120.57,909.93
18.61,143.54,140.32,934.99
6.54,94.62,115.12,632.48
84.18,93.87,185.18,1025.41
97.96,112.64,123.59,999.83
31.8,60.92,195.41,728.14
58.66,140.99,103.86,961.18
49.07,105.85,145.73,860.47
78.17,132.29,165.3,1120.45
87.98,147.27,125.26,1094.86
25.65,134.05,175.48,971.21
57.51,100.05,194.84,968.86
37.07,53.86,164.41,677.72
21.02,64.27,148.77,636.85
57.41,108.7,161.23,949.12
82.1,123.07,167.14,1088.91
42.36,50.63,108.39,569.45
39.64,112.96,102.78,770.09
47.96,53.31,101.38,561.01
74.27,67.81,177.76,870.54
90.3,75.24,107.68,780.12
98.57,147.29,174.79,1232.71
15.58,113.39,157.02,820.08
98.74,123.74,172.76,1144.49
81.42,92.42,173.75,954.46
43.97,119.95,123.19,867.6
83.46,112.67,146.31,992.97
62.61,60.17,190.67,812.17
96.14,97.53,102.0,890.92
70.46,110.51,125.47,895.55
11.34,50.62,157.92,577.71
98.8,144.88,183.55,1259.74
10.94,95.1,161.26,727.82
81.35,116.8,104.63,911.15
6.68,61.65,167.09,592.66
27.75,105.36,137.13,798.39
79.34,143.93,110.63,1058.43
80.7,85.93,115.89,835.01
55.81,108.48,138.25,885.31
74.23,85.14,170.54,932.91
28.58,121.52,197.36,995.9
63.95,71.44,138.38,776.73
92.79,107.76,119.09,973.7
52.48,149.3,147.67,1049.21
28.12,106.98,197.1,926.76
87.19,137.71,161.65,1135.15
20.69,76.81,172.92,721.76
68.44,122.46,136.97,985.0
71.3,80.5,195.03,920.05
65.27,144.07,121.08,1021.87
26.92,148.81,160.24,1014.13
36.22,82.99,100.75,659.73
97.05,70.83,182.16,942.62
54.35,85.93,132.07,797.68
39.35,71.98,123.13,644.68
6.23,96.91,164.09,751.74
50.19,64.94,108.55,639.42
42.05,133.69,100.82,865.17
95.86,134.86,194.72,1220.19
35.4,118.45,155.07,911.54
58.37,77.48,170.37,822.02
30.54,64.36,141.16,644.7
79.12,116.9,151.72,1001.58
5.39,65.22,173.12,643.29
99.91,137.74,173.17,1190.29
82.47,69.87,181.22,899.02
68.24,72.47,136.62,779.32
69.4,111.6,171.6,1018.44
69.91,132.47,126.76,1021.51
2.79,125.99,192.62,905.25
68.42,128.02,183.57,1080.11
85.59,51.12,155.71,790.3
24.22,60.72,110.73,540.77
41.15,149.79,119.1,960.4
81.75,142.78,187.83,1196.27
20.56,139.21,119.95,875.76
1.55,138.19,163.11,907.83
5.14,148.2,154.28,940.24
90.51,103.81,125.31,965.17
82.16,90.99,123.65,877.04
41.43,116.89,102.15,794.84
43.92,75.23,109.83,657.28
41.48,102.53,170.86,887.17
53.52,110.82,173.89,943.25
79.47,74.59,141.35,834.12
10.43,58.82,153.83,574.03
54.3,55.82,127.15,649.7
55.88,63.2,185.26,813.09
17.08,78.94,106.67,572.32
70.67,140.11,165.17,1093.16
58.56,75.69,162.99,831.75
8.58,62.74,125.74,522.05
93.01,55.49,118.77,737.29
93.06,115.05,180.76,1128.98
34.7,114.35,194.36,951.63
87.42,118.21,170.17,1098.95
50.95,69.71,199.61,820.93
27.73,68.24,177.76,716.48
36.95,149.96,104.17,934.38
9.26,133.15,194.33,959.16
22.98,75.43,119.29,634.12
65.96,124.03,162.75,1044.62
50.29,109.01,180.98,948.2
27.61,67.86,157.56,676.98
35.33,56.13,181.95,685.03
94.27,90.58,128.91,923.88
46.56,66.39,172.65,767.12
6.62,72.65,113.36,538.19
82.02,128.5,186.96,1153.54
82.92,63.39,116.43,754.25
32.85,91.61,185.86,832.1
36.09,66.67,101.42,577.03
50.56,142.06,102.38,924.02
72.84,132.61,199.37,1139.58
69.26,83.28,168.42,905.07
61.62,139.83,103.88,968.62
51.6,122.78,144.63,927.36
13.85,73.25,129.24,619.91
9.81,136.97,165.96,917.05
63.08,141.13,187.77,1141.97
2.83,118.77,199.34,911.39
98.29,69.3,155.29,896.35
56.01,111.56,108.74,858.8
59.22,113.1,106.93,868.31
29.61,75.06,128.73,657.26
85.31,96.29,177.62,1020.84
92.52,85.58,144.12,905.4
65.93,78.84,154.65,817.46
47.42,111.08,115.11,835.16
83.38,120.15,178.4,1080.05
73.93,81.33,144.62,864.19
36.65,109.91,115.69,786.32
45.46,82.13,105.36,674.65
88.8,51.78,191.55,847.16
28.63,84.61,155.77,734.48
84.1,131.78,149.25,1076.25
85.12,61.47,197.44,891.57
29.43,138.97,186.23,1015.72
75.82,68.02,161.08,824.55
1.32,122.08,166.33,841.59
10.11,142.57,162.71,950.5
35.57,62.63,193.32,756.45
2.59,132.39,140.18,835.42
58.54,58.12,193.54,824.38
41.59,91.96,154.23,803.57
59.19,94.73,126.97,833.03
6.68,78.46,109.84,562.94
41.21,81.87,105.07,653.13
35.69,147.79,198.3,1118.31
27.76,71.21,105.54,579.66
77.24,68.31,188.82,883.3
93.83,136.6,168.33,1161.73
94.07,92.79,195.45,1043.72
5.86,63.63,102.31,500.01
22.14,130.41,195.07,971.88
64.33,84.31,185.63,923.01
83.63,88.93,101.99,813.02
9.43,125.62,181.71,901.29
50.06,69.47,160.06,771.0
47.47,86.66,167.05,834.8
68.31,127.07,144.94,1004.66
95.71,149.38,192.31,1297.77
40.58,73.63,136.11,682.83
41.51,146.87,164.88,1048.25
21.93,85.48,168.97,765.7
86.38,105.29,164.51,1019.18
84.05,148.44,140.9,1131.34
54.04,143.39,142.27,1023.56
2.92,93.72,117.11,636.91
38.52,64.8,149.31,685.85
33.77,128.19,118.75,862.36
89.67,114.9,112.33,982.26
91.7,69.52,128.08,831.84
79.38,85.2,190.4,970.92
75.21,104.87,182.55,1036.14
32.1,62.5,127.32,591.23
78.88,56.48,182.46,825.02
76.12,90.74,178.42,967.43
80.73,108.39,163.41,1024.34
89.84,82.95,129.5,871.53
73.43,101.19,171.17,985.73
55.79,81.23,178.56,874.57
96.75,78.89,173.53,961.9
50.95,123.9,140.81,937.22
94.87,69.61,175.66,907.67
23.86,108.2,121.03,763.47
73.62,116.94,154.32,1001.17
56.43,131.11,139.35,962.89
84.98,71.87,163.62,889.95
80.84,110.98,103.18,905.13
54.01,134.79,127.49,974.14
22.38,97.22,196.42,840.24
48.3,63.1,161.8,717.58
4.05,68.62,159.23,629.51
67.9,99.0,147.64,921.19
65.92,58.67,168.32,783.64
44.33,93.69,143.27,817.21
25.34,97.83,111.74,717.65
25.14,120.43,114.39,796.96
97.35,91.83,198.57,1078.3
99.95,133.48,160.74,1151.83
2.51,147.65,168.37,951.27
94.06,56.21,187.38,906.93
22.65,70.18,189.76,738.52
89.92,133.42,136.35,1105.87
74.33,85.83,150.09,887.92
75.72,84.36,158.48,894.91
4.41,129.5,102.68,758.86
44.39,89.74,159.4,824.75
86.42,109.54,199.67,1120.71
91.83,136.59,108.65,1034.98
75.67,145.67,163.01,1150.13
58.3,66.89,193.16,856.55
67.26,92.34,102.04,778.16
75.88,67.01,184.74,870.04
33.69,127.51,101.23,830.61
16.81,55.9,108.99,485.4
25.14,145.89,154.52,965.82
70.0,148.09,144.5,1096.31
38.1,78.8,108.12,667.7
29.12,113.73,199.61,953.72
58.85,72.94,160.43,790.78
83.18,62.48,114.13,753.49
99.85,105.96,181.18,1104.41
75.74,84.52,190.53,972.77
96.41,146.92,183.85,1255.94
87.72,132.18,111.7,1013.44
80.34,82.52,124.0,830.38
62.23,84.59,171.99,859.81
97.37,106.46,154.16,1043.28
99.57,116.11,180.76,1134.28
72.32,146.31,156.4,1144.96
18.75,61.06,163.08,631.26
7.25,142.54,166.58,923.51
75.82,94.96,148.81,904.61
25.3,98.28,149.19,795.73
76.56,130.08,144.38,1052.97
63.36,92.81,155.48,885.74
28.37,123.96,110.02,799.15
37.69,80.1,118.94,667.87
54.01,101.9,184.26,945.4
19.33,57.81,155.67,629.94
7.57,60.6,110.22,506.86
54.14,136.05,186.63,1099.96
89.35,132.5,151.58,1123.36
85.53,79.04,127.08,825.69
93.5,127.12,165.28,1122.88
17.57,110.82,191.8,909.07
11.45,103.59,180.19,803.55
40.47,116.78,150.85,896.77
39.34,119.61,194.82,986.22
34.34,118.12,168.63,940.32
78.81,99.7,115.63,871.41
90.04,142.44,168.21,1196.61
92.4,80.87,147.38,889.51
39.0,79.81,160.41,781.12
43.37,143.22,116.14,964.07
1.49,86.07,135.8,643.76
88.12,118.22,112.72,960.64
9.8,101.28,129.82,695.19
45.4,140.72,161.61,1017.6
4.22,93.08,171.66,748.87
80.87,144.75,139.96,1103.78
79.63,140.04,140.15,1094.98
35.28,53.67,162.24,655.62
70.37,69.29,136.77,765.88
67.88,104.5,179.49,971.48
39.41,71.26,105.72,641.71
3.45,67.94,155.84,598.17
17.22,98.84,199.14,843.83
96.22,86.42,145.56,947.61
92.01,143.84,172.13,1208.86
34.48,104.01,176.95,899.22
38.68,90.58,148.63,800.73
51.9,67.66,180.59,802.98
85.6,59.02,166.62,830.5
12.27,77.32,172.93,687.47
15.39,135.79,115.45,821.78
77.35,50.36,177.73,786.17
54.28,133.3,176.99,1073.05
20.0,147.03,141.83,934.5
87.45,88.16,186.23,1005.07
78.53,60.74,145.56,795.84
16.88,124.59,161.07,896.87
95.55,99.3,132.24,948.38
98.81,94.85,174.79,1045.74
57.37,62.52,173.47,778.0
85.47,118.36,103.48,957.03
29.57,82.82,183.43,794.55
61.23,118.29,101.94,863.43
18.13,107.28,190.97,885.2
47.47,108.34,137.14,842.24
5.49,129.58,160.61,873.87
34.65,65.84,143.99,657.3
59.72,114.82,167.71,983.41
79.43,70.51,185.29,888.17
28.52,67.61,186.66,754.99
72.47,105.65,102.32,865.04
77.63,81.46,102.58,771.85
87.34,55.26,180.12,865.84
9.96,67.89,100.81,518.02
25.22,106.15,122.25,753.44
94.54,61.94,186.0,904.91
24.96,99.67,144.87,781.96
58.28,68.55,121.23,694.13
42.43,146.94,180.29,1102.84
95.73,51.41,172.83,846.22
20.95,121.35,191.56,925.19
15.32,87.12,120.43,662.79
54.52,99.05,165.55,906.84
82.87,60.22,190.08,897.12
48.57,72.97,105.48,674.41
58.85,142.63,136.47,1043.27
22.71,52.39,180.12,632.33
61.44,135.6,192.59,1139.37
11.71,99.7,155.55,751.85
77.38,144.67,114.55,1035.29
82.88,51.7,112.99,693.5
66.4,73.83,189.82,865.38
19.52,102.08,123.43,712.11
75.73,91.66,141.59,877.73
60.75,127.77,117.53,958.07
12.65,73.48,132.81,594.01
55.22,141.71,155.48,1048.93
8.05,99.98,125.7,688.19
49.24,147.73,176.83,1108.67
13.64,77.49,142.55,660.39
77.75,131.31,180.59,1122.91
84.67,77.96,110.08,809.04
63.06,79.04,169.52,849.38
71.88,101.86,124.85,900.34
68.07,88.67,102.82,761.29
53.11,121.42,179.25,1011.31
8.55,81.54,127.25,615.34
4.44,123.16,117.63,769.46
6.31,80.86,172.45,693.02
66.78,116.2,198.0,1085.71
58.89,101.28,156.96,923.26
71.28,103.1,145.88,919.02
21.95,122.28,192.13,957.66
34.79,70.82,157.63,725.54
41.85,96.32,114.0,744.87
4.86,50.01,196.8,620.21
87.47,108.68,131.91,963.3
71.24,93.15,157.29,903.08
64.49,78.18,153.5,806.7
42.02,68.97,158.18,721.08
32.88,51.14,193.22,686.59
69.56,63.33,161.05,809.38
19.6,91.37,141.74,725.94
2.52,53.27,142.36,505.89
96.08,82.07,199.93,1012.94
65.77,94.18,156.27,899.0
90.28,133.9,137.54,1093.87
40.34,61.84,157.36,678.0
79.8,71.16,126.0,791.46
14.26,73.71,183.83,697.4
32.0,104.37,182.0,873.04
42.23,71.6,167.73,740.88
70.51,149.64,164.45,1135.15
66.37,124.0,198.01,1106.39
37.16,93.71,184.49,872.3
13.98,118.21,139.19,809.27
68.26,123.92,107.62,922.2
58.56,68.23,115.65,679.03
49.69,110.55,133.18,877.39
31.37,105.71,136.1,786.86
90.44,141.5,190.52,1247.66
99.17,91.14,179.02,1049.62
54.11,67.72,141.45,713.14
18.66,81.51,177.29,752.39
48.2,140.73,111.17,952.89
36.95,104.68,144.08,844.22
99.89,68.72,107.28,796.01
12.38,91.24,190.64,799.96
81.1,124.36,101.18,961.0
32.19,76.45,165.98,725.56
8.01,100.06,178.28,809.38
36.43,105.52,153.82,832.37
35.8,75.76,100.15,629.68
32.4,123.81,145.8,909.98
66.31,142.31,110.25,1016.16
11.94,72.14,142.31,636.71
43.09,61.67,193.59,763.94
85.49,75.57,127.48,821.85
71.62,83.17,149.3,840.4
21.82,116.03,195.9,934.52
39.13,106.85,156.6,884.05
62.92,110.87,142.45,923.49
23.48,121.56,138.79,825.59
15.64,82.32,190.31,767.04
59.27,147.06,137.43,1052.98
3.27,111.78,143.31,766.77
16.01,103.1,127.51,744.58
34.05,58.48,103.43,564.89
39.79,77.02,135.08,701.03
76.7,65.2,184.24,887.76
61.04,137.81,124.51,997.7
59.78,122.46,136.32,964.45
52.34,138.12,168.15,1072.17
94.95,132.13,178.87,1170.78
62.66,121.06,185.38,1041.36
43.36,131.33,182.74,1036.4
3.83,91.88,112.63,609.63
66.25,50.27,137.2,699.07
4.45,77.49,177.09,692.17
73.21,103.52,164.39,973.69
70.45,96.63,144.87,884.65
36.28,91.16,183.96,839.22
89.38,118.67,179.5,1098.99
3.61,126.08,153.92,834.59
87.19,144.62,101.55,1059.43
18.6,105.9,199.48,884.36
15.18,65.79,139.17,616.81
72.76,56.83,103.08,660.87
60.12,107.42,164.54,953.85
3.1,134.37,153.71,860.61
36.19,54.04,147.64,610.99
54.56,148.29,122.66,1024.55
94.8,99.55,135.98,969.33
34.21,53.11,188.33,683.31
23.37,141.88,156.47,979.9
98.02,133.89,181.1,1199.42
27.49,69.71,102.9,582.59
95.64,148.01,150.19,1207.52
58.85,149.16,107.71,1011.87
72.49,69.09,124.63,745.36
62.11,89.86,169.97,883.02
20.76,125.69,160.7,881.11
15.59,140.71,175.55,958.51
66.06,145.91,119.95,1014.83
43.86,97.99,112.76,769.03
30.23,58.04,128.15,604.75
58.09,74.21,153.04,776.62
32.37,117.3,117.53,817.07
85.02,134.25,131.79,1061.73
19.92,97.1,145.95,731.51
27.59,51.36,128.87,560.23
85.68,106.74,131.37,960.76
26.84,118.61,131.55,811.95
10.88,92.32,152.48,723.96
96.78,67.87,154.89,890.68
17.44,125.52,130.54,826.85
93.79,98.8,179.27,1028.41
22.98,69.54,106.48,578.16
41.06,141.17,157.16,1011.27
96.9,140.57,109.39,1100.55
97.54,88.33,143.69,923.54
72.48,104.09,175.47,975.34
51.38,145.1,183.78,1094.93
19.36,99.88,132.68,742.99
64.14,58.39,101.61,658.73
17.0,118.08,167.84,864.75
88.56,88.82,108.5,845.3
33.44,57.04,196.87,737.06
52.03,93.44,104.82,737.25
65.07,122.16,159.82,1000.46
60.61,81.25,117.65,751.4
64.83,147.04,111.09,1003.06
98.63,55.79,189.85,900.8
10.81,55.96,167.64,587.92
86.78,149.06,151.57,1150.35
24.45,93.11,157.01,765.98
48.49,128.65,183.27,1025.83
87.47,78.49,187.55,980.33
71.98,96.09,147.38,895.81
80.14,53.09,126.85,699.19
25.47,127.97,197.73,985.99
1.87,104.75,109.7,668.4
83.0,131.48,126.09,1050.43
40.77,104.32,100.54,769.05
84.82,69.41,130.48,793.62
39.82,106.46,166.54,884.29
75.28,147.72,138.52,1120.98
50.38,87.74,143.68,796.17
36.17,106.51,102.26,729.2
10.18,92.94,128.68,651.45
9.39,94.04,173.44,766.84
21.05,80.61,152.57,690.77
78.6,54.67,183.28,815.91
59.96,111.66,150.7,933.92
49.38,94.37,198.92,926.63
97.62,97.88,193.14,1060.8
54.28,142.68,150.75,1061.67
24.33,123.7,199.17,978.73
25.21,92.17,191.45,844.93
38.24,95.79,151.31,801.71
61.01,82.22,121.38,760.09
99.68,50.54,146.65,790.29
73.53,131.05,117.96,987.88
92.41,57.55,194.66,907.36
34.87,135.75,182.91,1019.7
88.6,124.37,161.92,1110.75
49.67,64.21,145.13,719.26
53.28,79.04,182.22,857.69
17.96,135.4,158.0,908.6
48.7,76.24,142.49,759.92
27.63,73.27,137.24,643.17
6.88,120.19,187.11,893.74
98.47,105.48,157.06,1044.53
45.63,119.8,114.34,865.43
41.88,56.38,180.88,733.38
93.98,143.56,171.09,1188.37
93.19,115.3,194.76,1138.6
4.36,103.86,149.82,721.73
66.7,145.07,135.55,1043.86
1.71,105.41,131.88,711.86
7.14,100.73,185.92,796.19
60.29,51.92,192.97,799.53
48.35,118.45,113.65,859.85
62.29,125.06,184.9,1079.83
71.47,99.71,115.71,840.62
41.42,86.02,194.89,852.65
46.49,134.12,162.27,995.27
41.61,138.28,166.62,1012.96
3.77,59.5,173.88,591.27
88.1,67.7,148.18,841.67
25.09,124.85,174.25,929.35
92.32,105.38,196.62,1112.29
35.14,138.62,189.38,1047.06
81.12,66.95,183.74,872.39
34.45,126.67,126.94,856.25
56.65,131.48,128.13,967.86
52.23,132.34,114.31,939.95
63.38,99.86,121.78,835.54
93.32,82.6,198.9,1004.33
85.76,119.69,132.47,999.45
5.09,146.19,193.53,987.84
28.67,122.85,195.85,981.54
1.28,114.51,136.52,742.37
66.63,106.5,196.61,1010.58
99.5,94.93,174.69,1035.14
56.58,101.89,150.12,868.91
99.0,121.02,104.9,1001.93
48.73,105.73,135.97,851.06
91.05,56.73,113.3,751.91
77.66,93.11,164.03,962.76
39.28,60.34,178.66,736.78
66.98,110.86,178.58,992.69
68.14,95.81,175.88,949.8
79.14,95.91,114.8,852.91
63.26,112.5,184.65,1030.94
98.81,69.33,120.73,824.2
8.78,78.2,128.21,603.29
81.4,100.21,196.27,1029.74
95.98,112.54,102.0,953.3
4.18,133.57,128.58,816.9
57.51,114.05,107.2,836.07
85.85,137.98,189.07,1198.09
43.51,68.27,117.11,652.49
34.95,84.15,146.65,762.15
2.81,146.24,125.62,859.73
74.7,96.95,115.63,850.5
2.2,83.96,106.26,553.57
40.09,108.32,111.23,793.77
60.9,149.79,109.29,1024.69
61.15,81.48,180.01,865.43
14.31,56.88,157.1,610.13
59.93,73.78,165.53,831.07
97.87,66.15,189.5,934.3
85.96,129.56,131.2,1052.28
38.05,141.77,125.49,930.4
31.05,93.43,135.73,730.77
10.64,73.27,144.55,631.32
50.05,61.76,161.91,712.73
